	text_A	label
6581	I wrote a letter to my boyfriend but he couldn't answer it in á time so as a defence mechanism I just found that I felt so sad á about it and couldn't talk to anyone.	sadness
6583	I was once chatting with friends. Then some boys came and joined á us. These boys took all my 3 friends away and I was left alone in á shame without knowing where to go from there.	shame
6585	When I heard that I had passed my end of first year exams and I á was ready to enter 2nd year because I felt I had failed as they were á very hard.	joy
6586	I broke a window of a neighbouring house and I feared my mother's á judgement and action on what I had done.	fear
6587	The headmistress at a secondary school accused me of banging the á classroom door when I didn't in front of the whole class.	anger
6589	The carterer refused to give me sugar to add to my tea saying á that there was no sugar whilst it was there, so I left the cafe á disgusted without taking the tea.	disgust
6590	I insulted my friend for a small reason and after time I realised á that I was wrong and felt ashamed; everytime I meet her I feel á ashamed.	shame
6591	My patient died of Anaemia while I was organising blood á transfusion for him, so I felt guilty, because I thought that may á be I was slow.	guilt
6593	When a thief entered the house in which I was sleeping.	fear
6594	When my dress was stolen.	anger
6595	When my grandmother died after a long illness.	sadness
6596	When I boarded Yanu Yanu bus I sat near a man who was smoking á tobacco.	disgust
6597	When I refused to fetch water for my aunty while she was busy.	shame
6601	I was angry at the Cafeteria when the cook scolded and said many á bad things about me without reason. He thought I was among the á girls who did him wrong.	anger
6605	I felt guilty because I stole some sweets from my father's á grocery. When he asked me who stole the sweets I told him it was á my brother who stole the sweets and he was scolded.	guilt
6609	When I heard that my father had passed away. I could not eat for á a week and was only crying. I could not find the courage to go to á bath.	sadness
6611	When I wet my head (or bed ?) one day my sister discovered it and reported á it to the other siblings. So my mother had to scold me.	shame
6613	It was in 1983 September when MCE results were being announced on á the radio. When I heard my name that I had done well I just kept á quiet. I was so happy that I couldn't even talk.	joy
6614	I was on my way home when suddenly Gule Wamkulu came from the á bush and blocked the road. I was in fear and didn't know what to á do.	fear
6616	When I went home on holidays I found that my niece and nephew had á passed away I was very sad for the children were not even sick á before death but suddenly died.	sadness
6617	I met a certain lady at the bus depot who was using a bad á language but was a very smart looking lady.	disgust
6618	I wore a dirty dress a certain day I was going to town I met an á old friend who made a comment about my dress so I felt ashamed.	shame
6619	One day I shouted at my brother who didn't do any wrong to me á only that I had a disappointment from a friend and projected it á on to him. He cried and I felt guilty after sometime.	guilt
6620	I was joyful when I received a present (2 books and a pencil) á from the headmaster in standard 6 because I had passed, I became á No 1 and he said I was one of the pupils who had good behaviour.	joy
6621	I went to the prayer meeting at night and unfortunately the car á broke down, so my other sister said I had to walk alone from á Ndirande to Chirimba at around midnight. So we reached home at á 1 am. I was afraid of robbers and dardness.	fear
6622	I was angry the other day because the teacher told me to sweep á some orange peels. It was my friends who were supposed to sweep, á but the teacher told me to do it.	anger
6625	I was really shameful when my mother beat me in the presence of á my friends because I didn't cook lunch up until 2 o'clock.	shame
6628	I was afraid when I met my Uncle because this time I was with my á boyfriend I thought I was not going to be given pocket money.	fear
6629	I was angry when I had not been granted a leave out pass during á the last weekend.	anger
6630	I was sad to hear that my brother had a motorbike accident.	sadness
6631	I was disgusted when my little sister had been hit badly by her á friends.	disgust
6633	I felt guilty when I had refused to lend money to my friend who á needed it immediately.	guilt
6636	Somebody took my wristwatch and promised to have it mended and á later was telling me that he couldn't give it back to me because I was á rude at a certain time.	anger
6637	My boyfriend didn't turn up after promising that he was coming.	sadness
6638	I was forced to go to a party with someone I didn't love and he á was telling people that I was his girlfriend.	disgust
6639	When a certain drunk man slapped my buttocks when I was quietly á standing waiting for a bus.	shame
6640	I borrowed my friend's radio cassette and the plug cracked and á some pieces broke off when the plug dropped off my hands.	guilt
6641	After passing my Malawi Certificate of Education Exam and being á selected to Kamuzu College of Nursing.	joy
6642	I was sleeping alone in the house at night. A boy putting on a á short only knocked at the window whispering that I should open á for him.	fear
6643	The patient whom I expected to get well suddenly passed away á after he showed had his meals.	anger
6645	I was told I shouldn't visit my sister because the holiday was á short.	disgust
6646	I was the last among the list of failures in my class of Biology.	shame
6648	The time when my sister had her first baby I was so happy and á joyous because she stayed for two days after marriage before she á had a child.	joy
6649	Sometime back I used to stay with my mum alone then time came á when dad joined the family from his working place I found myself á having fear for him for no cause at all.	fear
6650	I was so angry with a patient who refused to take drugs.	anger
6655	I felt joyful when I heard that I had been selected for College á education.	joy
6657	I felt angry when my friend told me that I had stolen her money.	anger
6659	I felt disgust when I saw a drunkard vomiting very offensive á matter.	disgust
6660	I flet shameful when I learnt that I cooked Nsima which was full á of lamps in it.	shame
6662	I received money from my father at a time when I was completely á broken.	joy
6664	One of my friends went and told another friend of mine that I was á going abut with another guy in Lilongwe besides the one I had. á She said I was seen with him hand in hand.	anger
6665	I received a letter form home telling me that my sister was very sick.	sadness
6667	I fell off a bike in the presence of a lot of people.	shame
6668	A person misinterpreted what I had told her. I had told her that á I had failed to insert a NasoGastric tube but she went and á scolded the patient that she was being uncooperative.	guilt
6670	I had fear of my father (parents) when I first became pregnant. I á was afraid of delivery itself and whether I would give birth to a á stiiborn or a baby.	fear
6671	It was when I discovered that my boyfriend had another girl. I á discovered it through a letter he wrote to the girl when he was á away. When I asked him he accepted it.	anger
6673	My father promised to send me pocket money at the month-end since á I wanted to buy a new pair of shoes when I was at secondary á school, but he didn't.	disgust
6674	I just opened the bathroom without knocking not knowing that á someone was bathing inside, it happened to be my father.	shame
6675	I beat my young sister because she refused to wash plates. She á started crying and I felt sorry and guilty for what I did.	guilt
6676	Accepted by the college football team.	joy
6678	Made mistakes in exam.	anger
6680	Given duty by the leaders which I do not like to do.	disgust
6682	Make a mistake, offended my friend.	guilt
6684	Walking on a dark street with noone around.	fear
6686	My grandmother died.	sadness
6688	Did not finish homework.	shame
6689	Did not read reference when other people read them.	guilt
6691	Before examination.	fear
6694	People not cueing in the college dining room.	disgust
6697	Helping in the nursery school.	joy
6700	Not being accepted by classmates in university.	sadness
6701	Waiting for a bus not coming for a long time, and the bus drivers á were having a long lunch.	disgust
6702	Not having good marks like other people for homeworks.	shame
6703	Not handing in homeworks in time.	guilt
6704	Got a present from my friend for my birthday.	joy
6705	Lost my purse, the money in the purse belonged to my parents.	fear
6706	South Korea winning more gold medals in the Asian Olympic (more á than China).	anger
6708	Saw my roommate messing up our room.	disgust
6709	Found out that I am not good at football.	shame
6710	Gave the wrong meal tickets to other people (my classmate).	guilt
6712	Damaged the tap in the residental Hall.	fear
6713	Too many people in TV room, I was not able to get a seat to watch á TV.	anger
6714	My sister marrying a bad man. He is cruel to her.	sadness
6715	Saw my brother-in-law insulting my sister.	disgust
6718	Discussing psychology with my friends before the lecture.	joy
6719	Waking up from a bad dream in a dark night with noone else á around.	fear
6720	I could not find my monthly tickets for the bus when I was on the á bus.	anger
6721	Two little children (5/6 years old) begging for money, and noone á gave them money.	sadness
6722	The serving lady in the students' dining hall shouting at á studennts.	disgust
6724	Passing by a good friend's home without coming in to visit him.	guilt
6725	You told me psychology can help people to be happier.	joy
6726	Left alone in the dining hall at night.	fear
6730	Not quick enough to help the lectors to catty things for the á lecture.	shame
6732	My parents came to visit me.	joy
6734	Saw in the TV South Korea cheating in the Asian Olympic games.	anger
6736	A girl I do not like kept coming to me and talking to me.	disgust
6737	Failing an examn.	shame
6740	Getting lost in a strange place.	fear
6741	South Korea cheating for gold medals.	anger
6743	When I was the South Koreans on the TV.	disgust
6744	Zhu Jianhau did not break the world record for China.	shame
6745	Unable to help my mother to cook.	guilt
6746	I met a friend I had not seen for a long time on the street.	joy
6747	Going to the examn not well prepared.	fear
6749	Hearing about developments of sience in the West a lot better á than China.	sadness
6751	Not being able to be selected for the dancing team.	shame
6752	Did not get up early enough to watch my class football team á playing against another team.	guilt
6753	Scoared a goal in a football match.	joy
6754	Left alone in the dark in a big building.	fear
6755	Someone called me a disgusting nickname.	anger
6756	Not getting on with someone of my classmates in high school.	sadness
6758	Not brave enough to take up a challenge in a group discussion.	shame
6759	Not being a good host for a friend from a far away place.	guilt
6761	Walking alone in the dark in a strange street.	fear
6763	A friend misunderstood me.	sadness
6766	Being miserable in a party when other people are friendly and á happy.	guilt
6767	Meeting an old friend from high school.	joy
6771	Getting into a crowded bus.	disgust
6772	Being rude to somebody who was impolite to me.	shame
6773	Not accepting hints of intimate relation from a girl.	guilt
6775	Listening to horrot stories at night.	fear
6776	My roommate was rude to me.	anger
6777	My uncle died in the Vietnam War.	sadness
6778	Cueing in the students dining hall.	disgust
6779	Arguing about price with private shop-assistant.	shame
6780	Not being able to spend more time with a friend who was visiting á me.	guilt
6781	Scoring a goal in football match.	joy
6782	Finding out that I am not an as able student as I thought.	fear
6783	I was told to do something I did not want to do.	anger
6784	Finding out that China is still backward in science.	sadness
6785	Doing this pointless questionnaire.	disgust
6786	Insulted by somebody.	shame
6789	Just arrived in the university, not knowing anybody.	fear
6790	Insulted by teacher.	anger
6791	Finding out I am not good looking.	sadness
6793	Finding out from this lecture that China is backward in á psychology.	shame
6794	Being rude to someone I do not like.	guilt
6795	Joining in a research group studying consumer's behaviour and á helping the people in the shop with the sales.	joy
6796	Diagnosis that I have a stomache ulcer.	fear
6798	Not winning a medal in the swimming contest.	sadness
6799	Some students talking when other people are having a nap.	disgust
6800	A friend asked for help and I was not able to help.	guilt
6801	China winning the Asian Olympic.	joy
6802	Before an examn.	fear
6804	My father left us for another woman.	sadness
6805	Saw my father with that woman he is married to now.	disgust
6806	Had to tell people that my parents are divorced.	shame
6810	Heard about someone telling lies about me to my best friend.	anger
6811	My best friend suddenly acting strange towards me.	sadness
6812	Saw someone messing up our room.	disgust
6813	After shouting at a friend.	shame
6814	Did not do what I promised to do for a friend.	guilt
6817	My class leader told me the university won't let all of us go to á your lectures because we are not All English Class.	anger
6819	Finding out that the class leader can go to your lectures, and á his English is worse than mine.	disgust
6820	China cannot let you give more lectures because you are needed in á the specialist clinics. We are so backward in medicine.	shame
6821	I hated you for not letting me go and found out that it was not á your decision.	guilt
6823	Heard some postgraduate students talking about girls being á unsiutable to do medicine.	disgust
6826	Receiving a letter from a boy I care.	joy
6827	Watching a horror film.	fear
6830	Saw someone spitting in public.	disgust
6831	Failing in an examn because of lazyness.	shame
6832	Losing my temper to my sister.	guilt
6833	Finding out that I can go to your English lectures.	joy
6834	Staying alone in a dark place.	fear
6836	Finding out that my best friend could not go to university.	sadness
6837	Some boys not cueing in the dining hall.	disgust
6838	Watching TV about china is behind in winning gold medals.	shame
6841	Beaten up by a classmate in school.	fear
6843	A girl I love does not love me.	sadness
6844	Saw some girls dressed up like Americans	disgust
6847	Getting into this university to do medicine.	joy
6849	Misunderstood by a close friend for the wrong reason.	anger
6850	Finding out that China is poor, so we cannot have good reference á books.	sadness
6852	Finding out that the university police was afraid to stop the á foreign students playing loud music (China's shame). 	shame
6853	Not doing well in the examn.	guilt
6854	Aticle published.	joy
6857	Saw poverty in the countryside.	sadness
6858	Saw Chinese people flattering foreigners.	disgust
6860	Could not help a student who needs help.	guilt
6861	China winning the Asian Olympic games.	joy
6862	Staying alone in the dark.	fear
6863	Being put down by the class leaders.	anger
6864	Finding out that life span in China is shorter than in the West.	sadness
6865	Girls dressed like foreigners in the university.	disgust
6867	Insulting other people.	guilt
6869	Walking home in the dark from college.	fear
6870	Finding out that I was deceived by a friend.	anger
6872	Finding out that my best friend was deceiving me.	disgust
6873	Failing an examn because I did not work hard enough.	shame
6874	Not acting on my promise.	guilt
6876	Finding out that my health condition may be against my attending á university lectures.	fear
6878	Relative's death.	sadness
6879	Saw people quarreling in a bus.	disgust
6881	Forgot to give a present to my little nephew.	guilt
6883	Going out alone in the dark.	fear
6885	My mother's death.	sadness
6886	Saw people spitting in public.	disgust
6888	Falling in love.	joy
6889	My friend will find out that I am in love with her.	fear
6891	My friend still trusts me as a friend.	sadness
6892	Someone being arrogant to me.	disgust
6893	Insulted by a teacher in front of the class.	shame
6895	Doing unexpectedly well in an examn.	joy
6896	Before the examn.	fear
6897	I wanted to borrow lecture notes from a friend and he did not á lend me them.	anger
6899	Someone told me he was chosen for the English lectures because he á was a good friend of the class leader.	disgust
6900	Finding out about Chinese money cannot buy foreign journals.	shame
6901	Late for a lecture and therefore missed it.	guilt
6903	Ran into a parking car on a bicycle.	fear
6904	Insulted for no reason.	anger
6905	Did badly in an examn.	sadness
6906	Saw a man dressed as a woman.	disgust
6907	Saw a beggar on the street (China still so poor).	shame
6908	Could not buy a reference book because I got up too late to cue.	guilt
6909	Found out that me and my best friend are both chosen for the á English lectures.	joy
6910	I may not be clever enough to understand your English lectures.	fear
6912	One of my best friends was hurt by a girl he loves.	sadness
6913	Saw a very arrogant girl walking like a queen.	disgust
6914	China cannot buy your reference.	shame
6915	A friend asked to borrow my notes and I did not give them away á (my notes too badly written)	guilt
6916	Talking to a close friend.	joy
6920	Saw someone who picked up a cigarette from the floor and smoked á it.	disgust
6921	Telling a lie.	shame
6925	Had an argument with my classmate for borrowed books.	anger
6928	Criticized in front of the class.	shame
6929	Not finishing homework in time.	guilt
6930	Found out that the girl I love loves me, too.	joy
6932	Being refused to attend the neuropsychology lecture in the á medical university.	anger
6933	My parents told me that they do not like my friend.	sadness
6935	Not finishing my duty as a class leader.	shame
6936	My friend had trouble and I was not able to help him.	guilt
6938	Left alone in the biology building surrounded by empty buildings.	fear
6940	Not getting the reference paper.	sadness
6941	Cueing for a bus and the drivers having long dinner.	disgust
6943	Did not return the library book on time.	guilt
6945	Thinking about death when walking alone at night.	fear
6947	Death of a relative.	sadness
6948	Someone I know and respect sexually assulted a girl.	disgust
6949	My father insulted by other people.	shame
6950	Made a mistake at work.	guilt
6951	Found my name on the list of attending the English lectures.	joy
6952	Doing anatomy alone for the first time.	fear
6953	Being insulted in front of my parents, and they believed other á people (those insulting me).	anger
6954	Death of General Ye Jianying.	sadness
6959	I asked someone to bring some present to my father and found out á that he is not a reliable person. I was afraid if my father would á not get the presents he would be angry with me.	fear
6960	"Some classmates said I did not do enough social work. Therefore I á was not elected as a \Tree Good\"" student."""	anger
6961	My roommate's lack of consideration of me.	disgust
6962	My sister said I am not a stable person, and I think she is á right.	shame
6964	Had a nice letter from my close friend.	joy
6965	Staying alone in the biology building after the dark.	fear
6966	Being insulted by my roommate (she is in the English Class).	anger
6969	When the class leader read out the names of those chosen for the á English lecture and I was not on the list.	shame
6970	Relatives visiting me.	joy
6971	Finding out the great difference between China and the West in á science.	fear
6972	Saw my unfair report.	anger
6975	People impolite with me because I did not get a good report.	shame
6977	Finding out I was chosen for the English lectures.	joy
6978	My roommate refused to walk with me to the English lectures. I á have to walk alone in the dark. Lectures are in the biology á building.	fear
6981	Someone told me I was chosen for the English lectures because I á am good looking.	disgust
6982	Not doing well in the examn.	shame
6983	Some boys talking about nicknames of the lecturers, and I was too á afraid of them to stop them.	guilt
6984	Found out my wife (girl-friend?) pregnant.	joy
6985	My boat running into another boat.	fear
6986	Punished by a leader.	anger
6987	My teacher's death.	sadness
6988	Saw a mate bribing the leader.	disgust
6990	Fight with my mate after a quarrel.	guilt
6991	Receiving a nice present from my parents.	joy
6993	Finding out about some girls who have been nice to the class á leader in order to go to the neuropsychology lectures (English á ones).	anger
6994	Finding out I am not chosen for the English lectures.	sadness
6997	Not handing in homeworks in time.	guilt
6998	Article published.	joy
6999	Walking in the dark and thinking about ghost stories.	fear
7000	Had an insulting letter from my father.	anger
7002	Saw someone acting in a false manner in public.	disgust
7003	Failed in a piblic argument.	shame
7004	Promised to do something for other people and did not do it.	guilt
7006	Finding out in your lecture that a doctor can make misdiagnoses á because of ignorance in neuropsychology.	fear
7008	Found out that my grandmother might have been misdiagnosed as a á psychiatric patient because the doctor did not know about á neurologism.	sadness
7009	Some students deliberately disobey me as a class leader.	disgust
7011	Some students have been calling lecturers nicknames and I was not á able to find out who they were to stop them.	guilt
7012	Going to a concert.	joy
7013	Finding out that a boy I do not like is in love with me.	fear
7015	Power cut made me unable to listen to the songs sung by my á favourite pop star.	sadness
7016	Someone acting stupid in public.	disgust
7017	Not being able to answer question in a seminar.	shame
7018	Said something I should not have said in public.	guilt
7020	Hearing a strange noise in the biology building.	fear
7022	My good friend misunderstood me.	sadness
7023	Being looked at by someone I do not like.	disgust
7024	I am chosen for the English lectures instead of my good friend á and people told me that girls are more likely to be chosen.	shame
7025	I was not able to explain well to my good friend to make him less á angry.	guilt
7026	Finding out that the person I love understands me.	joy
7028	Being mistreated by other people.	anger
7029	Deceived by other people and ran into trouble.	sadness
7030	Saw a selfish person doing a selfish thing.	disgust
7031	Not doing well in the examn.	shame
7032	Finding out that I have misunderstood other people.	guilt
7033	Hear my name on the list attending the English lectures.	joy
7035	Being told that I am a stupid person.	anger
7036	My parents failed to visit me as they promised.	sadness
7038	Saw on TV China not winning more gold medals in the Asian á Olympics.	shame
7040	Having a good trip on a boat with good friends.	joy
7041	Saw a classmate knocked down by a motorcycle.	fear
7042	Being sexually assulted on a bus and noone helped (people only á laughed).	anger
7045	Being criticized by teacher in public.	shame
7046	Shouting at my parents because I was angry about something else.	guilt
7051	Listening to my roommate boasting about her new clothes.	disgust
7052	China not winning more gold medals in the Asian Olympics.	shame
7053	Not being able to help my friend to study English.	guilt
7054	Being elected as class leader.	joy
7055	Walking in the dark I saw something strange.	fear
7057	A friend's brother died.	sadness
7058	A wurm dropped on my head.	disgust
7059	Not doing well in an examn which was easy.	shame
7061	Getting into this university to do medicine.	joy
7062	First time in anatomy.	fear
7063	Being insulted in public for the wrong reason.	anger
7064	Not being chosen for the English lectures (my girl-friend á chosen).	sadness
7065	My roommate messing up our room.	disgust
7066	Not doing well in examns which I should do well (English examns).	shame
7067	Heard that my girl-friend was chosen for the English lectures and á I was not. I lost my temper and she is very upset now.	guilt
7068	Success in university entrance examination.	joy
7069	I helped someone to do something and was found out.	fear
7073	China not doing well in the Asian Olympic games.	shame
7074	Not collecting letters for my friend al I promised.	guilt
7077	Some foreign students playing loud music before the biology á examn.	anger
7080	Finding out that China does not have enough foreign currency to á buy books.	shame
7081	Calling lecturers nicknames when talking to housemen (They told á ne you are even younger than they are so you should not be giving á public lectures).	guilt
7083	Being alone in the room at night.	fear
7084	Quarreling with classmates.	anger
7086	My roommate talking and shaking her bed at night.	disgust
7087	Finding out that I was deceived by my friend.	shame
7089	Finding out my name on the list for English lectures.	joy
7090	Walking out from the biology building.	fear
7091	Someone told me that I was chosen for English lectures because á the class leader is going out with me (not true).	anger
7092	My sister bkoke her leg.	sadness
7093	Some boys boasting about their ability to tell dirty jokes.	disgust
7094	Finding out China is backward in science.	shame
7095	When some housemen told me a young girl like you should not be á allowed to lecture to consultants, I was too shy to argue against á them.	guilt
7098	My best friend betrayed me and told other people my secrets.	anger
7099	Disappointed by a friend.	sadness
7101	Being sexually assulted in public.	shame
7103	Watching China winning the Asian Olympic games.	joy
7105	Being insulted by my roommate.	anger
7106	Not getting an airplane ticket fot my mother.	guilt
7107	Talking with a nice girl.	joy
7108	Talking about snakes.	fear
7109	People not resprcting my opinion.	anger
7112	Criticized by a teacher in public.	shame
7113	Not being able to help my friend.	guilt
7114	Getting a letter from a friend who did not write for a long time.	joy
7115	Staying in a relative's house which was broken in before.	fear
7117	Insulted by my mother.	sadness
7119	First time going out with a boy and other people laughed at us.	shame
7120	A friend wanted to give me a surprise into my room and I thought á she was stealing from the room.	guilt
7123	My parents do not like my friend and told me to stay away from á him.	anger
7124	My friend not allowed to go to the English lectures.	sadness
7125	Postgraduate students talking about girls stupid.	disgust
7126	Ctiticized by teachers in public.	shame
7128	I went on a picnic to the country side park.  The beautiful á scenary made me feel relaxed and every worry disappeared , thus á the picnic was worthwhile.	joy
7129	I am afraid of my academic results as I will face several á problems.  I am scared of my limitations and the unlimited á problems and I do not know how to cope with them.	fear
7130	I quarrelled with my brothers (twins) at home on saturday.  One á of them studies in a private school and the other one is á repeating his form five.  They do not know what they are doing.  á They follow every word of their teachers, books and systems.  á They always try to rationalize their bad acts by some game and á they are satisfied with their awkward life.  I have tried to á persuade them very often but have failed.  This time I had a á fight as they have no voluntary spirit (they did not polish the á floor).	anger
7132	I had been forced to get together with strange and disgusting á classmates.  The things they talked about disgusted me and made á me feel ill at ease.  I knew that I would feel unhappy if I á stayed there but I was defeated by the social norms.	disgust
7134	I had not done my assignment seriously.  I only pretended to á finish the work as the work did not have any meaning for me.  The á whole thing made me feel guilty.	guilt
7136	When the doctor told me that there was something wrong with my á eye and I had to undergo an operation.	fear
7137	I had left a student newspaper of the Chinese university on the á table of the library.  It had disappeared when I came back.	anger
7140	In the compartment of a public transport railway, I did not give á my seat to an old man who was standing near me.  It was another á teenager who did so.	shame
7142	When I attended the concert of a pop singer.	joy
7143	I was afraid that I would fail an examination.	fear
7145	When I forgot the lyrics during a song contest.	sadness
7148	The results of the mid term examinations were very poor.	guilt
7152	When another person's mother died.	sadness
7153	I greeted a friend and he did not respond.	disgust
7157	Once while walking along a hill; I fell down out of carelessness á and I broke my left arm.	fear
7158	Last week, my organization summoned an executive meeting and one á of the executive member's pointed out a loop hole in the á committee's administration.  He could not suggest any á improvements, so I quarrelled with him.	anger
7159	The death of my father.	sadness
7160	I was sitting in the bus and a man with a very unpleasant á smell came and sat next to me, to top it all he smoked á continously.	disgust
7161	When I was in the canteen of the United college I mistook a á stranger for a classmate as I was not wearing my glasses.  I á realized that I had made this mistake when I saw him again á carefully.	shame
7162	I got up late and I could not go to my lessons on time.  When I á entered the class room the stare of the teacher and my classmates á made me feel guilty.	guilt
7163	When my application for studying the masters degree was accepted. 	joy
7164	Once at midnight, I was working alone at office and the phone á suddenly rang.	fear
7165	When I was concentrating on my work, my friend disturbed me á continously.  I asked him to stop but in vain.	anger
7166	I had asked the teacher to write a recommendation letter for me, á but I had not provided enough information and had run short of á time.	sadness
7167	When I was talking to a person who is a hypocrite, I felt á disgusted at his reaction.	disgust
7168	My companion admired me when I did some work voluntarily.	shame
7169	My wrong behaviour made my loved one feel sad and uneasy.	guilt
7170	"When I first heard \I like you !\"" from my boyfriend."""	joy
7172	I had planned to study for my mid-term exams on a certain day and  á my room-mate called me to ask me to go out for a stroll.  I tried á to make an excuse so as not to go out but she refused to listen á to me and insisted that I go out with her.  I find it unnecessary  á to talk to her anymore.á 	anger
7173	Due to some reasons my boyfriend and I decided to separate.	sadness
7174	Once when I had started to write a paper, there was a phone á call for me.  I had to go downstairs to receive it and after the á conversation I discovered that all the information had á disappeared from my mind.	disgust
7175	When the teacher asked me a question, I did not know the answer á and I just stood still for about a few minutes without saying a á word.	shame
7181	Knowing that I had to do the survey with him I felt very á reluctant.  Although I do not know him I feel disgusted by just á looking at him.  Thinking that the project lasted several days I á regreted having joined that project.	disgust
7183	When I learnt that I could do further studies at the Chinese á university.	joy
7185	I was scolded by my mother for no reason.	anger
7186	When I learnt that I had been betrayed by my friend.	sadness
7187	When I dined with my new friends, one of them kept reminding us á that he was superior.	disgust
7189	My friend came to the concert for my sake as it was me who had á organized it and the concert was unsuccessful.	guilt
7190	I was accepted by the Chinese university.	joy
7191	Waiting for the results of the High level examination.  I was á afraid of not being accepted.	fear
7192	I had a date with a friend to see a movie and my friend was late. á  I waited for a long hour and was very angry.	anger
7193	The quarrel between my  parents.	sadness
7195	I saw a bag on the street and just then a stranger passed by.  I á picked up the bag immediately and gave it to the stranger as I á thought that it belonged to him.  But it was not his bag and I á felt ashamed.	shame
7198	Once, before I had learnt to swim, I stepped on a slippery slope á where there was a lot of moss and I slipped into the water.  The á water was very deep and I could not stand on my feet.  I sank á and had to use a lot of energy.	fear
7199	[ No response.]	anger
7200	[ No response.]	sadness
7201	One day when I was sitting in a not very crowded bus, a middle  á aged woman was standing beside me.  The person sitting next to me á got up to get off and this woman pushed me and occupied the seat. á  Then she took off her shoes and put her feet on the seat.	disgust
7205	[ No response.]	anger
7206	In 1983, my results at the university entrance exam were very á poor - far from what I had expected.   I thought that I would not á be accepted at the university.	sadness
7207	I am disgusted by people who spoil their identity because of á misbehaviour.  This morning when I was in a crowded bus, I found á a seat on which a university student was sitting on one side and á he had put his bag and files next to him.  There was very little á space left and I sat down while he kept on reading.  Even when I á leaned on him he did not put his bag away.  He did not respond and á I felt very angry.	disgust
7208	During a lecture six students (including me) were asked to leave á the class as we had not prepared for the lesson.  I felt ashamed á and angry.	shame
7211	The day before the university results came out I was both excited á and scared.  If I failed I did not know what I would do as I did á not want to work, my family was ambivalent.	fear
7212	Before the certificate examination I was very poor in Biology á (the worst result in my class).  Ever since F.5 it had been á getting poorer and poorer.  I had tried my best and had spent á most of my time studying this subject.  Finally my results were á so bad that I thought that it was just not fair.	anger
7213	My cat died from an illness.  It had been with us for 7 years.  á It was a lovely cat.  It had been ill for one or two weeks and á the veterinary surgeon had told us that it was dying.	sadness
7218	When I forgot the lines of the play during an orientation camp.	fear
7219	Before the department meeting my friend ate a dish that I had á prepared for this meeting.	anger
7220	I had a very short term romance during the summer vacations.  When á we first met I felt excited but I wanted to avoid him after we had met á a few times and so I proposed that we stay apart, I felt very á sad then.	sadness
7221	I felt disgusted on seeing my boyfriend after our separation.  á One day he was begging at the mass transit railway station and at á that moment I hated him.	disgust
7222	Acting in a play at the orientation camp made me feel timid.	shame
7223	I made my boyfriend so unhappy and depressed that I feel guilty.	guilt
7224	My friend had organized a birthday party for me secretly, I was á very happy not so much for the presents but because they seemed á to care for me.	joy
7226	My elder brother often criticizes my mother's cooking.  Once he á did it very impolitely and lost his temper.  This made all of us á very sad.  I was very angry and I scolded him.  He asked me not á to interfere with what was his buisness.	anger
7227	When my grandfather died I was extremely sad.  However my family á members did not have any special feelings, they said that he was á already 80 years old.	sadness
7228	I was an instructior in a youth organization.  Whenever we, the á instructors would have a meeting the advisor would be present.  á He did not understand our worknig conditions but talked a lot á and had a lot of outdated ideas.  Whenever we disagreed with him á he was very discontent and said that we had a prejudice against á him.  Why did he have to treat us as his subordinates ?	disgust
7229	When we received  our academic result I learnt that my  results á were bad as I had not done my best.  The results of my á accquaintances were good and when they asked me about my results á I really did not want to answer.	shame
7231	I finished my homework; an important task.	joy
7232	Fear of the turn that the examination paper would take as I á lacked confidence.	fear
7233	Mr C took my drawing pens, without having asked for my permission á first, and lost them.  He did not tell me about it till I asked á him and then did not try to find them.	anger
7234	When I learnt that I had to repeat the first year, I found the á solution immediately but was blocked by many difficulties.	sadness
7235	My girlfriend lost her temper without any reason and she did not á consider or respect my feelings.	disgust
7238	I am happpy when I get good results in the field of academics or á athletics.  	joy
7239	One day a fierce looking man came to our house  and said that my á father should apologize to him, however I was alone at home.	fear
7241	I knew a girl so lovely that everyone would like her.  But she á refused to accept my Christmas present and I tried to forget á her.	sadness
7242	I hate the behaviour of my so called friends, they use bad á language, spit, boast and treat the youngsters badly.	disgust
7243	When I was young my mother told the neighbour that I had wet the á bed.  I felt ashamed thinking that the neighbour's children would á get to know about it.	shame
7244	One day while we were strolling along the road one of my á friends suggested that we go and watch a blue film.  I was á curious so I went along but I felt quite guilty later.	guilt
7246	One night we were having a barbecue on the beach and I needed to á go to my car, which was far away from the beach.  It was very á dark as there were no street lamps.  I ran in the dark, very á scared, I ran as fast as possible.	fear
7247	[ No response.]	anger
7249	When I was a teacher in an evening school, a girl raised a lot of á questions and expressed her opinions.  She, very often, took a á stand which was different from mine and she thought that it á was better than mine.  Her opinions were helpful academically, but  á she did not take into consideration my position in public.  Also á she seemed to be very talkative and so she disgusted me.	disgust
7250	I had lunch in a restaurant with a friend and I paid the bill.  á The change was that of a two dollar and a ten cent coin.  As I á was talking with my friend I took the two dollar coin and forgot á to leave a tip.	shame
7251	I was cold to my sister without meaning it, just because I was á upset and frustated.	guilt
7253	After the interview for admission to the university and before á the admission list was disclosed.  I was scared that I would not á be admitted and my fear lasted for quite some time.  My fear á disappeared only after the list was disclosed.	fear
7256	When I was travelling to school by bus, I went past a place á where a sewer had been repaired.  There was a bad strong smell á which suffocated me and I wanted to leave the place immediately.	disgust
